STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geoid_n
"06","001","442700","06001442700","4427",Census Tract 4427,G5020,S,"1234034","0","+37.5371514","-122.0081094",6001442699.99999904633
"06","001","442800","06001442800","4428",Census Tract 4428,G5020,S,"1278647","0","+37.5293619","-121.9931002",6001442800.00000000000
"06","037","204920","06037204920","2049.20",Census Tract 2049.20,G5020,S,"909972","0","+34.0175004","-118.1974975",6037204919.99999904633
"06","037","205110","06037205110","2051.10",Census Tract 2051.10,G5020,S,"286960","0","+34.0245059","-118.2142985",6037205109.99999904633
"06","037","205120","06037205120","2051.20",Census Tract 2051.20,G5020,S,"1466130","0","+34.0187546","-118.2117956",6037205120.00000000000
"06","037","206010","06037206010","2060.10",Census Tract 2060.10,G5020,S,"1418138","20551","+34.0682177","-118.2320356",6037206010.00000000000
"06","037","206020","06037206020","2060.20",Census Tract 2060.20,G5020,S,"843243","30290","+34.0571230","-118.2311021",6037206020.00000000000
"06","037","206050","06037206050","2060.50",Census Tract 2060.50,G5020,S,"1643426","94606","+34.0299036","-118.2244531",6037206049.99999904633
"06","037","207400","06037207400","2074",Census Tract 2074,G5020,S,"862957","6458","+34.0562223","-118.2466420",6037207400.00000000000
"06","001","442900","06001442900","4429",Census Tract 4429,G5020,S,"2066524","0","+37.5184093","-121.9748369",6001442900.00000000000
"06","037","192410","06037192410","1924.10",Census Tract 1924.10,G5020,S,"683899","0","+34.0798577","-118.3181008",6037192410.00000000000
"06","037","192510","06037192510","1925.10",Census Tract 1925.10,G5020,S,"340750","0","+34.0798690","-118.3068568",6037192510.00000000000
"06","037","192520","06037192520","1925.20",Census Tract 1925.20,G5020,S,"307802","0","+34.0799255","-118.3024972",6037192520.00000095367
"06","037","192610","06037192610","1926.10",Census Tract 1926.10,G5020,S,"415408","0","+34.0813650","-118.2961539",6037192609.99999904633
"06","037","192700","06037192700","1927",Census Tract 1927,G5020,S,"531205","0","+34.0800134","-118.2881064",6037192700.00000000000
"06","037","194500","06037194500","1945",Census Tract 1945,G5020,S,"685342","0","+34.0781753","-118.3695958",6037194500.00000000000
"06","037","195100","06037195100","1951",Census Tract 1951,G5020,S,"1566297","329063","+34.1022274","-118.2669741",6037195100.00000000000
"06","037","195300","06037195300","1953",Census Tract 1953,G5020,S,"580349","0","+34.0992506","-118.2836893",6037195300.00000000000
"06","001","443001","06001443001","4430.01",Census Tract 4430.01,G5020,S,"768730","0","+37.5184218","-121.9515237",6001443001.00000000000
"06","001","443002","06001443002","4430.02",Census Tract 4430.02,G5020,S,"1580323","0","+37.5168344","-121.9605916",6001443002.00000000000
"06","001","443102","06001443102","4431.02",Census Tract 4431.02,G5020,S,"2367416","0","+37.5072245","-121.9271486",6001443102.00000095367
"06","001","443301","06001443301","4433.01",Census Tract 4433.01,G5020,S,"1577682","0","+37.4707325","-121.9129556",6001443301.00000000000
"06","037","137501","06037137501","1375.01",Census Tract 1375.01,G5020,S,"2514410","0","+34.1649344","-118.5768036",6037137501.00000000000
"06","037","137502","06037137502","1375.02",Census Tract 1375.02,G5020,S,"2090222","0","+34.1634518","-118.5976927",6037137502.00000095367
"06","085","504311","06085504311","5043.11",Census Tract 5043.11,G5020,S,"2176511","0","+37.3775246","-121.8845878",6085504311.00000000000
"06","085","504314","06085504314","5043.14",Census Tract 5043.14,G5020,S,"1475199","0","+37.4018260","-121.8548247",6085504314.00000000000
"06","085","504315","06085504315","5043.15",Census Tract 5043.15,G5020,S,"1586748","0","+37.4093269","-121.8596884",6085504315.00000000000
"06","077","002000","06077002000","20",Census Tract 20,G5020,S,"2008597","0","+37.9549678","-121.2449406",6077002000.00000000000
"06","077","002100","06077002100","21",Census Tract 21,G5020,S,"3312527","0","+37.9376415","-121.2438699",6077002100.00000095367
"06","077","002300","06077002300","23",Census Tract 23,G5020,S,"2082728","0","+37.9292396","-121.2784070",6077002300.00000000000
"06","059","011711","06059011711","117.11",Census Tract 117.11,G5020,S,"1131330","0","+33.8856931","-117.8692764",6059011711.00000095367
"06","059","011712","06059011712","117.12",Census Tract 117.12,G5020,S,"1431776","0","+33.8766552","-117.8702302",6059011712.00000000000
"06","059","011715","06059011715","117.15",Census Tract 117.15,G5020,S,"2476274","0","+33.8823899","-117.8528754",6059011715.00000000000
"06","059","011716","06059011716","117.16",Census Tract 117.16,G5020,S,"1548521","0","+33.8721868","-117.8529250",6059011716.00000000000
"06","059","042114","06059042114","421.14",Census Tract 421.14,G5020,S,"3773683","0","+33.4194943","-117.5931457",6059042114.00000000000
"06","001","423400","06001423400","4234",Census Tract 4234,G5020,S,"755443","0","+37.8583735","-122.2758840",6001423400.00000000000
"06","059","042305","06059042305","423.05",Census Tract 423.05,G5020,S,"2392953","2168407","+33.4993764","-117.7425163",6059042304.99999904633
"06","059","042307","06059042307","423.07",Census Tract 423.07,G5020,S,"2473126","0","+33.5987654","-117.6918575",6059042307.00000000000
"06","059","063010","06059063010","630.10",Census Tract 630.10,G5020,S,"2702941","355288","+33.6281163","-117.8983938",6059063009.99999904633
"06","059","063101","06059063101","631.01",Census Tract 631.01,G5020,S,"1870066","88459","+33.6644113","-117.8831918",6059063101.00000000000
"06","059","063102","06059063102","631.02",Census Tract 631.02,G5020,S,"1512807","0","+33.6580976","-117.8936607",6059063102.00000000000
"06","071","004201","06071004201","42.01",Census Tract 42.01,G5020,S,"3087820","268850","+34.1272440","-117.3315656",6071004201.00000095367
"06","071","004202","06071004202","42.02",Census Tract 42.02,G5020,S,"1814584","0","+34.1259545","-117.3182081",6071004202.00000000000
"06","071","004401","06071004401","44.01",Census Tract 44.01,G5020,S,"1786132","0","+34.0941764","-117.3529084",6071004401.00000000000
"06","001","423500","06001423500","4235",Census Tract 4235,G5020,S,"635744","0","+37.8593612","-122.2680480",6001423499.99999904633
"06","001","423602","06001423602","4236.02",Census Tract 4236.02,G5020,S,"404545","0","+37.8631828","-122.2592684",6001423602.00000000000
"06","001","427600","06001427600","4276",Census Tract 4276,G5020,S,"582861","0","+37.7778323","-122.2835979",6001427600.00000000000
"06","059","063103","06059063103","631.03",Census Tract 631.03,G5020,S,"971192","0","+33.6441646","-117.8996392",6059063103.00000095367
"06","059","063201","06059063201","632.01",Census Tract 632.01,G5020,S,"1017662","0","+33.6508710","-117.9035762",6059063201.00000000000
"06","075","015700","06075015700","157",Census Tract 157,G5020,S,"836665","0","+37.7789158","-122.4480072",6075015700.00000000000
"06","075","015900","06075015900","159",Census Tract 159,G5020,S,"296387","0","+37.7833455","-122.4293406",6075015900.00000000000
"06","075","016000","06075016000","160",Census Tract 160,G5020,S,"157523","0","+37.7823391","-122.4224915",6075016000.00000000000
"06","075","016200","06075016200","162",Census Tract 162,G5020,S,"273255","0","+37.7771541","-122.4228807",6075016200.00000095367
"06","075","016300","06075016300","163",Census Tract 163,G5020,S,"245867","0","+37.7760456","-122.4295509",6075016300.00000000000
"06","075","016400","06075016400","164",Census Tract 164,G5020,S,"309099","0","+37.7750995","-122.4369730",6075016400.00000000000
"06","037","408137","06037408137","4081.37",Census Tract 4081.37,G5020,S,"830777","0","+34.0084495","-117.8838337",6037408137.00000000000
"06","075","016600","06075016600","166",Census Tract 166,G5020,S,"343168","0","+37.7704942","-122.4474539",6075016600.00000000000
"06","075","015500","06075015500","155",Census Tract 155,G5020,S,"311339","0","+37.7850943","-122.4341464",6075015499.99999904633
"06","075","015600","06075015600","156",Census Tract 156,G5020,S,"293930","0","+37.7782473","-122.4564269",6075015600.00000000000
"06","075","016700","06075016700","167",Census Tract 167,G5020,S,"490697","0","+37.7703481","-122.4377358",6075016700.00000000000
"06","001","433000","06001433000","4330",Census Tract 4330,G5020,S,"1323523","0","+37.7158642","-122.1354706",6001433000.00000000000
"06","001","433200","06001433200","4332",Census Tract 4332,G5020,S,"3174901","0","+37.7017500","-122.1470770",6001433200.00000000000
"06","001","433300","06001433300","4333",Census Tract 4333,G5020,S,"2455576","0","+37.6985801","-122.1574574",6001433300.00000000000
"06","001","433400","06001433400","4334",Census Tract 4334,G5020,S,"5474774","2188972","+37.6845277","-122.1689572",6001433399.99999904633
"06","001","433500","06001433500","4335",Census Tract 4335,G5020,S,"1234825","0","+37.6845009","-122.1553145",6001433500.00000000000
"06","001","433102","06001433102","4331.02",Census Tract 4331.02,G5020,S,"1433684","0","+37.7021567","-122.1335016",6001433102.00000000000
"06","077","002701","06077002701","27.01",Census Tract 27.01,G5020,S,"4137641","0","+37.9648258","-121.2359883",6077002701.00000000000
"06","077","002702","06077002702","27.02",Census Tract 27.02,G5020,S,"2556130","0","+37.9618697","-121.2192849",6077002702.00000000000
"06","077","003106","06077003106","31.06",Census Tract 31.06,G5020,S,"1645369","271038","+37.9995651","-121.3622008",6077003105.99999904633
"06","001","440307","06001440307","4403.07",Census Tract 4403.07,G5020,S,"1405895","0","+37.5911419","-122.0486870",6001440307.00000000000
"06","001","433800","06001433800","4338",Census Tract 4338,G5020,S,"1600708","0","+37.6988143","-122.1234820",6001433800.00000095367
"06","001","440308","06001440308","4403.08",Census Tract 4403.08,G5020,S,"1838209","0","+37.5893168","-122.0278170",6001440308.00000095367
"06","001","441200","06001441200","4412",Census Tract 4412,G5020,S,"3241561","11692","+37.5780625","-121.9910071",6001441200.00000000000
"06","001","441301","06001441301","4413.01",Census Tract 4413.01,G5020,S,"3293445","0","+37.5717252","-122.0026581",6001441301.00000095367
"06","001","441302","06001441302","4413.02",Census Tract 4413.02,G5020,S,"1994667","0","+37.5693426","-122.0194346",6001441302.00000000000
"06","077","003108","06077003108","31.08",Census Tract 31.08,G5020,S,"1354234","239075","+38.0093048","-121.3621535",6077003108.00000000000
"06","077","003111","06077003111","31.11",Census Tract 31.11,G5020,S,"2136317","9826","+37.9941419","-121.3245319",6077003111.00000000000
"06","077","003112","06077003112","31.12",Census Tract 31.12,G5020,S,"1407805","376200","+37.9919111","-121.3395677",6077003112.00000000000
"06","077","003113","06077003113","31.13",Census Tract 31.13,G5020,S,"2043838","24983","+37.9837518","-121.3238842",6077003113.00000095367
"06","077","003203","06077003203","32.03",Census Tract 32.03,G5020,S,"1940511","15827","+38.0173661","-121.3368350",6077003203.00000000000
"06","001","440331","06001440331","4403.31",Census Tract 4403.31,G5020,S,"1857327","0","+37.5982247","-122.0833404",6001440331.00000000000
"06","001","433900","06001433900","4339",Census Tract 4339,G5020,S,"816585","0","+37.6992655","-122.1135392",6001433900.00000000000
"06","077","003205","06077003205","32.05",Census Tract 32.05,G5020,S,"1570307","23541","+38.0244440","-121.3338763",6077003205.00000000000
"06","077","003208","06077003208","32.08",Census Tract 32.08,G5020,S,"5229449","127262","+38.0473283","-121.3368081",6077003208.00000095367
"06","001","434000","06001434000","4340",Census Tract 4340,G5020,S,"1208790","0","+37.6923622","-122.1102954",6001434000.00000000000
"06","001","435500","06001435500","4355",Census Tract 4355,G5020,S,"1012330","0","+37.6809369","-122.0933300",6001435500.00000000000
"06","001","435800","06001435800","4358",Census Tract 4358,G5020,S,"1303188","0","+37.6793622","-122.1295968",6001435800.00000000000
"06","077","003209","06077003209","32.09",Census Tract 32.09,G5020,S,"1286124","3688","+38.0358618","-121.3284665",6077003209.00000000000
"06","077","003210","06077003210","32.10",Census Tract 32.10,G5020,S,"1251163","829","+38.0330943","-121.3465815",6077003210.00000095367
"06","077","003213","06077003213","32.13",Census Tract 32.13,G5020,S,"1160165","0","+38.0354834","-121.3533471",6077003213.00000000000
"06","077","003214","06077003214","32.14",Census Tract 32.14,G5020,S,"1072847","0","+38.0403551","-121.3565447",6077003214.00000000000
"06","001","435900","06001435900","4359",Census Tract 4359,G5020,S,"2411352","17052","+37.6724681","-122.1473050",6001435900.00000000000
"06","001","436000","06001436000","4360",Census Tract 4360,G5020,S,"1315446","0","+37.6691777","-122.1375217",6001436000.00000095367
"06","001","436100","06001436100","4361",Census Tract 4361,G5020,S,"1258238","0","+37.6717586","-122.1236192",6001436100.00000000000
"06","001","436200","06001436200","4362",Census Tract 4362,G5020,S,"644506","0","+37.6685048","-122.1121200",6001436200.00000000000
"06","001","436300","06001436300","4363",Census Tract 4363,G5020,S,"1831137","0","+37.6662740","-122.0917198",6001436299.99999904633
"06","001","436401","06001436401","4364.01",Census Tract 4364.01,G5020,S,"3116599","0","+37.6715227","-122.0650918",6001436401.00000000000
"06","001","436602","06001436602","4366.02",Census Tract 4366.02,G5020,S,"891670","0","+37.6518342","-122.0851742",6001436602.00000000000
"06","001","436700","06001436700","4367",Census Tract 4367,G5020,S,"798274","0","+37.6619708","-122.1005196",6001436700.00000000000
"06","001","436800","06001436800","4368",Census Tract 4368,G5020,S,"1025366","0","+37.6535732","-122.0944503",6001436800.00000000000
"06","075","016900","06075016900","169",Census Tract 169,G5020,S,"294847","0","+37.7670981","-122.4324690",6075016900.00000000000
"06","075","017000","06075017000","170",Census Tract 170,G5020,S,"469549","0","+37.7648873","-122.4394973",6075017000.00000000000
"06","113","010511","06113010511","105.11",Census Tract 105.11,G5020,S,"870796","0","+38.5577814","-121.7797140",6113010511.00000000000
"06","113","010512","06113010512","105.12",Census Tract 105.12,G5020,S,"1190643","0","+38.5524808","-121.7731039",6113010512.00000000000
"06","001","436900","06001436900","4369",Census Tract 4369,G5020,S,"1207092","0","+37.6603504","-122.1097205",6001436900.00000000000
"06","001","437000","06001437000","4370",Census Tract 4370,G5020,S,"1597254","0","+37.6471440","-122.1015751",6001437000.00000095367
"06","001","437200","06001437200","4372",Census Tract 4372,G5020,S,"2554599","0","+37.6431726","-122.1115983",6001437200.00000000000
"06","001","437300","06001437300","4373",Census Tract 4373,G5020,S,"1027863","0","+37.6362157","-122.0929895",6001437300.00000095367
"06","001","437400","06001437400","4374",Census Tract 4374,G5020,S,"861191","0","+37.6428333","-122.0876528",6001437400.00000000000
"06","001","437600","06001437600","4376",Census Tract 4376,G5020,S,"818977","0","+37.6353602","-122.0804834",6001437599.99999904633
"06","077","003306","06077003306","33.06",Census Tract 33.06,G5020,S,"1160594","0","+38.0148793","-121.3066509",6077003306.00000000000
"06","077","003311","06077003311","33.11",Census Tract 33.11,G5020,S,"1362227","5622","+38.0349259","-121.3162854",6077003311.00000000000
"06","077","003403","06077003403","34.03",Census Tract 34.03,G5020,S,"2592731","0","+38.0361301","-121.3040245",6077003403.00000000000
"06","077","003404","06077003404","34.04",Census Tract 34.04,G5020,S,"1337827","0","+38.0327016","-121.2870410",6077003403.99999904633
"06","077","003405","06077003405","34.05",Census Tract 34.05,G5020,S,"1107643","13623","+38.0255205","-121.2861975",6077003405.00000000000
"06","077","003307","06077003307","33.07",Census Tract 33.07,G5020,S,"1601591","0","+38.0131208","-121.3159700",6077003306.99999904633
"06","077","003310","06077003310","33.10",Census Tract 33.10,G5020,S,"1113986","12123","+38.0245526","-121.3141008",6077003310.00000000000
"06","077","003601","06077003601","36.01",Census Tract 36.01,G5020,S,"30709182","297604","+37.9949416","-121.2262076",6077003601.00000000000
"06","077","003802","06077003802","38.02",Census Tract 38.02,G5020,S,"2140101","31238","+37.9058022","-121.2968776",6077003802.00000000000
"06","001","437900","06001437900","4379",Census Tract 4379,G5020,S,"673868","0","+37.6428251","-122.0613076",6001437899.99999904633
"06","001","438100","06001438100","4381",Census Tract 4381,G5020,S,"2007041","0","+37.6181516","-122.0389490",6001438100.00000000000
"06","001","438201","06001438201","4382.01",Census Tract 4382.01,G5020,S,"994909","0","+37.6261535","-122.0764068",6001438201.00000000000
"06","001","438400","06001438400","4384",Census Tract 4384,G5020,S,"1723690","0","+37.6184511","-122.0826040",6001438400.00000000000
"06","001","437800","06001437800","4378",Census Tract 4378,G5020,S,"1276511","0","+37.6431452","-122.0686950",6001437800.00000000000
"06","113","010513","06113010513","105.13",Census Tract 105.13,G5020,S,"647507","0","+38.5499958","-121.7837160",6113010513.00000000000
"06","001","440200","06001440200","4402",Census Tract 4402,G5020,S,"1160876","0","+37.6003622","-122.0225189",6001440200.00000095367
"06","001","440304","06001440304","4403.04",Census Tract 4403.04,G5020,S,"977967","0","+37.5868721","-122.0766157",6001440304.00000000000
"06","001","432200","06001432200","4322",Census Tract 4322,G5020,S,"1023816","0","+37.7330544","-122.1562452",6001432200.00000095367
"06","001","432300","06001432300","4323",Census Tract 4323,G5020,S,"1044683","0","+37.7308754","-122.1656501",6001432300.00000000000
"06","001","440305","06001440305","4403.05",Census Tract 4403.05,G5020,S,"928519","0","+37.5773806","-122.0746719",6001440305.00000000000
"06","001","432700","06001432700","4327",Census Tract 4327,G5020,S,"828606","0","+37.7270702","-122.1428437",6001432700.00000000000
"06","001","432502","06001432502","4325.02",Census Tract 4325.02,G5020,S,"816163","0","+37.7234549","-122.1734789",6001432501.99999904633
"06","001","433103","06001433103","4331.03",Census Tract 4331.03,G5020,S,"690662","0","+37.7093280","-122.1390589",6001433103.00000000000
"06","065","041912","06065041912","419.12",Census Tract 419.12,G5020,S,"4507807","0","+33.8729596","-117.6361193",6065041911.99999904633
"06","081","608013","06081608013","6080.13",Census Tract 6080.13,G5020,S,"1167660","266479","+37.5408800","-122.2619095",6081608013.00000000000
"06","073","017050","06073017050","170.50",Census Tract 170.50,G5020,S,"4973506","0","+32.9618675","-117.0776898",6073017050.00000000000
"06","037","275500","06037275500","2755",Census Tract 2755,G5020,S,"762037","25712","+33.9918105","-118.4148705",6037275500.00000000000
"06","037","462001","06037462001","4620.01",Census Tract 4620.01,G5020,S,"511705","0","+34.1633689","-118.1438322",6037462001.00000000000
"06","037","463601","06037463601","4636.01",Census Tract 4636.01,G5020,S,"928142","0","+34.1408642","-118.1368375",6037463601.00000000000
"06","037","920116","06037920116","9201.16",Census Tract 9201.16,G5020,S,"7423211","1353","+34.4800598","-118.6328670",6037920116.00000095367
"06","037","920119","06037920119","9201.19",Census Tract 9201.19,G5020,S,"5064036","1082","+34.4636693","-118.6354865",6037920119.00000000000
"06","037","920338","06037920338","9203.38",Census Tract 9203.38,G5020,S,"3715461","0","+34.3860838","-118.5964298",6037920338.00000000000
"06","037","930301","06037930301","9303.01",Census Tract 9303.01,G5020,S,"1028565621","4125839","+34.2803329","-117.8661408",6037930301.00000000000
"06","013","346204","06013346204","3462.04",Census Tract 3462.04,G5020,S,"13020053","0","+37.8194966","-121.9506215",6013346204.00000000000
"06","013","346203","06013346203","3462.03",Census Tract 3462.03,G5020,S,"2868285","0","+37.8199695","-121.9862119",6013346203.00000000000
"06","013","360101","06013360101","3601.01",Census Tract 3601.01,G5020,S,"3929268","0","+37.9825540","-122.2872176",6013360101.00000000000
"06","013","355109","06013355109","3551.09",Census Tract 3551.09,G5020,S,"3061543","0","+37.9763339","-121.7939065",6013355109.00000000000
"06","013","355113","06013355113","3551.13",Census Tract 3551.13,G5020,S,"5339429","0","+37.8065479","-121.9040691",6013355113.00000095367
"06","013","334006","06013334006","3340.06",Census Tract 3340.06,G5020,S,"1734957","0","+37.9518749","-121.9871442",6013334005.99999904633
"06","013","334200","06013334200","3342",Census Tract 3342,G5020,S,"6787081","0","+37.8735309","-122.0541943",6013334199.99999904633
"06","013","392200","06013392200","3922",Census Tract 3922,G5020,S,"11661117","5642195","+37.9947432","-122.3541306",6013392200.00000095367
"06","013","355306","06013355306","3553.06",Census Tract 3553.06,G5020,S,"67115714","0","+37.8934212","-121.9256511",6013355306.00000000000
"06","013","355112","06013355112","3551.12",Census Tract 3551.12,G5020,S,"260768919","112307","+37.8328349","-121.7973460",6013355112.00000000000
"06","095","252317","06095252317","2523.17",Census Tract 2523.17,G5020,S,"31222733","313662","+38.2903790","-121.9719091",6095252317.00000000000
"06","095","252316","06095252316","2523.16",Census Tract 2523.16,G5020,S,"1288711","0","+38.2762632","-122.0156731",6095252316.00000000000
"06","095","253206","06095253206","2532.06",Census Tract 2532.06,G5020,S,"3564425","19241","+38.3962812","-121.9742566",6095253206.00000000000
"06","095","253205","06095253205","2532.05",Census Tract 2532.05,G5020,S,"2603800","3408","+38.3742672","-121.9716873",6095253205.00000095367
"06","095","253204","06095253204","2532.04",Census Tract 2532.04,G5020,S,"5593824","12214","+38.3823938","-121.9873549",6095253204.00000000000
"06","073","010014","06073010014","100.14",Census Tract 100.14,G5020,S,"28491166","19560","+32.5754926","-116.9784789",6073010014.00000095367
"06","037","221601","06037221601","2216.01",Census Tract 2216.01,G5020,S,"369898","0","+34.0348166","-118.2959265",6037221601.00000000000
"06","037","222001","06037222001","2220.01",Census Tract 2220.01,G5020,S,"474298","0","+34.0281954","-118.3132805",6037222001.00000000000
"06","037","237201","06037237201","2372.01",Census Tract 2372.01,G5020,S,"453406","0","+33.9857256","-118.2991149",6037237201.00000000000
"06","037","239201","06037239201","2392.01",Census Tract 2392.01,G5020,S,"449869","0","+33.9857805","-118.2771699",6037239201.00000000000
"06","037","239601","06037239601","2396.01",Census Tract 2396.01,G5020,S,"422289","0","+33.9728370","-118.2752978",6037239601.00000000000
"06","037","980019","06037980019","9800.19",Census Tract 9800.19,G5020,S,"44210349","31076","+34.0925672","-118.5343628",6037980019.00000000000
"06","037","980031","06037980031","9800.31",Census Tract 9800.31,G5020,S,"12595155","13331664","+33.7390903","-118.2585391",6037980031.00000095367
"06","059","063907","06059063907","639.07",Census Tract 639.07,G5020,S,"5269814","44984","+33.6937428","-117.9036273",6059063907.00000000000
"06","059","075702","06059075702","757.02",Census Tract 757.02,G5020,S,"1851732","0","+33.7587899","-117.8143983",6059075701.99999904633
"06","059","074805","06059074805","748.05",Census Tract 748.05,G5020,S,"470858","0","+33.7371732","-117.9026546",6059074805.00000000000
"06","059","042317","06059042317","423.17",Census Tract 423.17,G5020,S,"3142486","0","+33.5110087","-117.7138298",6059042317.00000000000
"06","059","062647","06059062647","626.47",Census Tract 626.47,G5020,S,"1766287","0","+33.6045946","-117.7074697",6059062647.00000000000
"06","059","052411","06059052411","524.11",Census Tract 524.11,G5020,S,"1749703","0","+33.6236733","-117.7041363",6059052411.00000000000
"06","059","021913","06059021913","219.13",Census Tract 219.13,G5020,S,"2516186","297376","+33.7979555","-117.8074249",6059021913.00000000000
"06","059","075604","06059075604","756.04",Census Tract 756.04,G5020,S,"6271694","0","+33.7789827","-117.7854309",6059075604.00000000000
"06","059","042111","06059042111","421.11",Census Tract 421.11,G5020,S,"5556342","0","+33.4663649","-117.6277736",6059042111.00000095367
"06","059","021924","06059021924","219.24",Census Tract 219.24,G5020,S,"77119717","2623850","+33.8110260","-117.6969462",6059021924.00000000000
"06","059","099603","06059099603","996.03",Census Tract 996.03,G5020,S,"5348806","9734","+33.7473935","-118.0334998",6059099603.00000095367
"06","059","099406","06059099406","994.06",Census Tract 994.06,G5020,S,"1296044","0","+33.7263926","-118.0154407",6059099406.00000000000
"06","059","087403","06059087403","874.03",Census Tract 874.03,G5020,S,"630338","0","+33.8141322","-117.9103191",6059087402.99999904633
"06","001","444301","06001444301","4443.01",Census Tract 4443.01,G5020,S,"2576474","0","+37.5365190","-122.0571016",6001444301.00000000000
"06","059","062900","06059062900","629",Census Tract 629,G5020,S,"460012","620810","+33.6123827","-117.9163437",6059062900.00000095367
"06","059","062619","06059062619","626.19",Census Tract 626.19,G5020,S,"2197208","343273","+33.5409778","-117.7681955",6059062619.00000000000
"06","059","062620","06059062620","626.20",Census Tract 626.20,G5020,S,"3117861","665948","+33.5307008","-117.7630646",6059062620.00000000000
"06","059","074110","06059074110","741.10",Census Tract 741.10,G5020,S,"816884","0","+33.7097314","-117.9006540",6059074110.00000000000
"06","059","062610","06059062610","626.10",Census Tract 626.10,G5020,S,"11653249","145012","+33.6691905","-117.8609131",6059062610.00000000000
"06","059","042203","06059042203","422.03",Census Tract 422.03,G5020,S,"10917043","134056","+33.4854137","-117.6510741",6059042203.00000000000
"06","019","004404","06019004404","44.04",Census Tract 44.04,G5020,S,"2676102","0","+36.8444256","-119.7924156",6019004404.00000095367
"06","059","110113","06059110113","1101.13",Census Tract 1101.13,G5020,S,"3814444","0","+33.8066097","-118.0372135",6059110113.00000000000
"06","059","087902","06059087902","879.02",Census Tract 879.02,G5020,S,"1117651","0","+33.7920140","-117.9916514",6059087902.00000095367
"06","059","021912","06059021912","219.12",Census Tract 219.12,G5020,S,"20063881","4460","+33.8166155","-117.7564056",6059021912.00000000000
"06","059","099415","06059099415","994.15",Census Tract 994.15,G5020,S,"7460917","2285815","+33.6927466","-118.0285018",6059099414.99999904633
"06","059","021915","06059021915","219.15",Census Tract 219.15,G5020,S,"3604087","0","+33.8443691","-117.8115712",6059021915.00000000000
"06","059","001601","06059001601","16.01",Census Tract 16.01,G5020,S,"5037525","0","+33.9022276","-117.9223002",6059001600.99999904633
"06","059","021820","06059021820","218.20",Census Tract 218.20,G5020,S,"1998708","0","+33.8764202","-117.8282549",6059021820.00000000000
"06","059","001602","06059001602","16.02",Census Tract 16.02,G5020,S,"4249774","0","+33.8908928","-117.9021254",6059001602.00000000000
"06","059","062643","06059062643","626.43",Census Tract 626.43,G5020,S,"18822036","1549909","+33.5950883","-117.8290380",6059062643.00000000000
"06","059","042320","06059042320","423.20",Census Tract 423.20,G5020,S,"3042795","0","+33.5707126","-117.7106408",6059042320.00000000000
"06","037","141303","06037141303","1413.03",Census Tract 1413.03,G5020,S,"262757","0","+34.1549446","-118.4552465",6037141303.00000000000
"06","037","186202","06037186202","1862.02",Census Tract 1862.02,G5020,S,"408259","0","+34.1200290","-118.2241896",6037186202.00000000000
"06","037","188202","06037188202","1882.02",Census Tract 1882.02,G5020,S,"758731","0","+34.1163982","-118.2797464",6037188202.00000000000
"06","037","189905","06037189905","1899.05",Census Tract 1899.05,G5020,S,"258366","0","+34.1006030","-118.3515882",6037189905.00000000000
"06","001","404700","06001404700","4047",Census Tract 4047,G5020,S,"1200169","0","+37.8133426","-122.2069935",6001404700.00000000000
"06","001","404800","06001404800","4048",Census Tract 4048,G5020,S,"628405","0","+37.8055076","-122.2131962",6001404800.00000000000
"06","001","405200","06001405200","4052",Census Tract 4052,G5020,S,"858122","0","+37.8052770","-122.2433878",6001405200.00000000000
"06","001","405500","06001405500","4055",Census Tract 4055,G5020,S,"411721","0","+37.7982821","-122.2432790",6001405500.00000000000
"06","001","450750","06001450750","4507.50",Census Tract 4507.50,G5020,S,"1661235","0","+37.7054837","-121.8610693",6001450750.00000000000
"06","001","451403","06001451403","4514.03",Census Tract 4514.03,G5020,S,"674529","0","+37.6912085","-121.7842333",6001451403.00000000000
"06","019","004405","06019004405","44.05",Census Tract 44.05,G5020,S,"2424362","0","+36.8587783","-119.7743106",6019004405.00000000000
"06","037","602504","06037602504","6025.04",Census Tract 6025.04,G5020,S,"321449","0","+33.9055479","-118.3373323",6037602504.00000095367
"06","037","241002","06037241002","2410.02",Census Tract 2410.02,G5020,S,"707355","0","+33.9252619","-118.2614024",6037241002.00000000000
"06","037","262604","06037262604","2626.04",Census Tract 2626.04,G5020,S,"5670210","335774","+34.0519041","-118.5493706",6037262603.99999904633
"06","037","262802","06037262802","2628.02",Census Tract 2628.02,G5020,S,"3329071","83103","+34.0458645","-118.5024565",6037262802.00000000000
"06","037","267403","06037267403","2674.03",Census Tract 2674.03,G5020,S,"245510","0","+34.0475447","-118.4565770",6037267403.00000000000
"06","019","005301","06019005301","53.01",Census Tract 53.01,G5020,S,"1940426","0","+36.7977186","-119.7678173",6019005301.00000000000
"06","019","005302","06019005302","53.02",Census Tract 53.02,G5020,S,"1949850","0","+36.8049491","-119.7677716",6019005301.99999904633
"06","019","005304","06019005304","53.04",Census Tract 53.04,G5020,S,"1611049","0","+36.8049395","-119.7429563",6019005303.99999904633
"06","019","005305","06019005305","53.05",Census Tract 53.05,G5020,S,"1574377","0","+36.7977982","-119.7429689",6019005305.00000000000
